,NUM_BO,ANO_BO,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,DELEGACIA,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,ANO,MES,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,FLAG_STATUS,RUBRICA,DESDOBRAMENTO,CONDUTA,LATITUDE,LONGITUDE,CIDADE,LOGRADOURO,NUMERO_LOGRADOURO,FLAG_STATUS.1,DESCR_TIPO_PESSOA,CONT_PESSOA,SEXO_PESSOA,IDADE_PESSOA,COR,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
5519,26,2014,280102,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DISE- DEL.SEC.S.BERNARDO CPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,03 D.P. S.BERNARDO DO CAMPO,2014,2,06/02/2014,15:15,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.372.145.381,-4.658.650.649,S.BERNARDO DO CAMPO,R PEDROSO HORTA,198,C,Testemunha,3,I,30.0,Branca,POLICIAL MILITAR,2 Grau completo
5520,26,2014,280202,DEMACRO,DEL.SEC.SANTO ANDRE,DISE- DEL.SEC.SANTO ANDRE,DEMACRO,DEL.SEC.SANTO ANDRE,04 D.P. SANTO ANDRE,2014,2,20/02/2014,13:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.365.642.652,-4.654.944.355,S.ANDRE,RUA CEL PM CELESTINO HENRIQUE FERNANDES,0,C,Testemunha,2,M,47.0,,POLICIAL CIVIL,Superior completo
5521,26,2015,10375,DECAP,DEL.SEC.6 SANTO AMARO,102 D.P. SOCORRO,DECAP,DEL.SEC.6 SANTO AMARO,48 D.P. CIDADE DUTRA,2014,1,05/01/2014,06:30,C,Roubo (art. 157),,OUTROS,-2.371.856.273,-4.667.304.754,S.PAULO,ESTRADA DO CAPEIRAO,340,C,Vitima,1,F,27.0,Parda,AUXILIAR DE ENFERMAGEN,2 Grau completo
5522,27,2014,10102,DECAP,DEL.SEC.1 CENTRO,02 D.P. BOM RETIRO,DECAP,DEL.SEC.1 CENTRO,05 D.P. ACLIMACAO,2014,1,01/01/2014,21:00,C,Lesao corporal (art. 129),,,-2.355.052.725,-4.664.211.164,S.PAULO,VD NOVE DE JULHO,0,C,Autor,2,M,30.0,Branca,,
5523,31,2014,30106,DEMACRO,DEL.SEC.SANTO ANDRE,05 D.P. SANTO ANDRE,DEMACRO,DEL.SEC.SANTO ANDRE,05 D.P. SANTO ANDRE,2014,1,06/01/2014,11:20,C,Roubo (art. 157),,TRANSEUNTE,-2.363.782.291,-4.648.830.694,S.ANDRE,R PAQUISTAO,448,C,Indiciado,3,M,,Branca,,
5524,31,2014,30106,DEMACRO,DEL.SEC.SANTO ANDRE,05 D.P. SANTO ANDRE,DEMACRO,DEL.SEC.SANTO ANDRE,05 D.P. SANTO ANDRE,2014,1,06/01/2014,11:20,C,Roubo (art. 157),,TRANSEUNTE,-2.363.782.291,-4.648.830.694,S.ANDRE,R PAQUISTAO,448,C,Vitima,1,F,28.0,Branca,MANICURE,2 Grau completo
5525,31,2014,30111,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,03 D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,04 D.P. S.BERNARDO DO CAMPO,2014,1,02/01/2014,06:30,C,Roubo (art. 157),,OUTROS,-2.378.758.028,-4.652.655.597,S.BERNARDO DO CAMPO,R JACIPORA,300,C,Vitima,1,F,31.0,Branca,COMERCIANTE,2 Grau completo
5526,31,2014,30114,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02 D.P. S.CAETANO DO SUL,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,03 D.P. S.CAETANO DO SUL,2014,1,09/01/2014,10:55,C,Furto (art. 155),,VEICULO,-2.361.903.076,-4.656.577.218,S.CAETANO DO SUL,R NOSSA SENHORA DE FATIMA,0,C,Vitima,1,M,71.0,Branca,APOSENTADO(A),
5527,31,2014,30129,DEMACRO,DEL.SEC.DIADEMA,04 D.P. DIADEMA,DEMACRO,DEL.SEC.DIADEMA,04 D.P. DIADEMA,2014,1,04/01/2014,22:25,C,Roubo (art. 157),,TRANSEUNTE,-2.372.034.844,-4.662.474.794,DIADEMA,R ANDRE MUSSOLINO,230,C,Vitima,2,M,15.0,Branca,,1 Grau completo
5528,31,2014,30202,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAIEIRAS,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAIEIRAS,2014,1,04/01/2014,12:46,C,Lesao corporal (art. 129),,,-2.367.808.673,-4.628.473.906,CAIEIRAS,R SAO PAULO,472,C,Autor,3,M,,Branca,,
5529,31,2014,30314,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DISE- DEL.SEC.MOGI DAS CRUZES,DEMACRO,DEL.SEC.MOGI DAS CRUZES,02 D.P. SUZANO,2014,3,06/03/2014,18:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,SUZANO,R BENEDITO SALOME ANUNCIACAO,0,C,Indiciado,1,M,26.0,Branca,AJUDANTE,1 Grau completo
5530,31,2014,30314,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DISE- DEL.SEC.MOGI DAS CRUZES,DEMACRO,DEL.SEC.MOGI DAS CRUZES,02 D.P. SUZANO,2014,3,06/03/2014,18:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,SUZANO,R BENEDITO SALOME ANUNCIACAO,0,C,Testemunha,4,M,40.0,,POLICIAL CIVIL,2 Grau completo
5531,31,2014,30404,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.EMBU DAS ARTES,DECAP,DEL.SEC.6 SANTO AMARO,25 D.P. PARELHEIROS,2014,1,03/01/2014,21:10,C,Roubo (art. 157),,INTERIOR DE VEICULO,-2.381.721.843,-4.670.580.343,S.PAULO,RODOANEL MARIO COVAS,0,C,Indiciado,7,M,,Parda,,
5532,31,2014,30407,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI,2014,1,02/01/2014,18:00,C,Furto (art. 155),,ESTABELECIMENTO COMERCIAL,-2.354.642.047,-4.693.490.856,ITAPEVI,AV RUBENS CARAMEZ,8,C,Vitima,1,F,18.0,Branca,AUXILIAR DE PRODUCAO,1 Grau completo
5533,31,2014,30409,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.JUQUITIBA,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.JUQUITIBA,2014,1,04/01/2014,22:30,C,Lesao corporal (art. 129),,,-2.364.276.789,-4.632.545.355,JUQUITIBA,R SANTO ANTONIO,15,C,Testemunha,3,F,,Branca,COZINHEIRO(A),1 Grau incompleto
5534,31,2014,30415,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.SANTANA DE PARNAIBA,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.SANTANA DE PARNAIBA,2014,1,03/01/2014,15:12,C,A.I.-Lesao corporal (art. 129),,,-234.084.143,-4.689.999.773,SANTANA DE PARNAIBA,R ESPACIAL,118,C,Vitima,4,F,55.0,Parda,DO LAR,
5535,13,2014,200100,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP DIV. HOMICIDIOS,DECAP,DEL.SEC.6 SANTO AMARO,100 D.P. JDIM HERCULANO,2014,1,04/01/2014,23:00,C,Lesao corporal (art. 129),,,-2.371.286.115,-4.678.186.771,S.PAULO,EST DO M BOI MIRIM,10000,C,Vitima,15,M,28.0,Branca,TECNICO(A),1 Grau completo
5536,13,2014,200100,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP DIV. HOMICIDIOS,DECAP,DEL.SEC.6 SANTO AMARO,100 D.P. JDIM HERCULANO,2014,1,04/01/2014,23:00,C,Roubo (art. 157),,VEICULO,-2.371.286.115,-4.678.186.771,S.PAULO,EST DO M BOI MIRIM,10000,C,Testemunha,6,M,27.0,,POLICIAL MILITAR,2 Grau completo
5537,13,2014,210103,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,03 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,01 D.P. SE,2014,1,13/01/2014,16:39,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.354.893.826,-4.662.589.589,S.PAULO,VD VINTE E CINCO DE MARCO,1,C,Encontrado,4,M,14.0,Branca,,Analfabeto
5538,13,2014,210103,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,03 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,01 D.P. SE,2014,1,13/01/2014,16:39,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.354.893.826,-4.662.589.589,S.PAULO,VD VINTE E CINCO DE MARCO,1,C,Testemunha,3,M,38.0,Parda,POLICIAL CIVIL,Superior incompleto
5539,13,2014,210105,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,05 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,02 D.P. BOM RETIRO,2014,1,21/01/2014,18:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,AV TIRADENTES,0,C,Testemunha,3,M,37.0,,POLICIAL CIVIL,2 Grau completo
5540,13,2014,270101,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.DEF.MUL. TABOAO DA SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. TABOAO DA SERRA,2014,1,01/01/2014,23:30,C,Lesao corporal (art. 129),,,-2.362.867.921,-4.680.771.587,TABOAO DA SERRA,R AMERICO DA SILVA,138,C,Vitima,2,F,29.0,Branca,ARRUMADOR,1 Grau completo
5541,13,2014,280102,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DISE- DEL.SEC.S.BERNARDO CPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02 D.P. S.BERNARDO DO CAMPO,2014,1,15/01/2014,17:30,C,Roubo (art. 157),,ESTABELECIMENTO COMERCIAL,-2.366.610.183,-4.655.943.713,S.BERNARDO DO CAMPO,ITAGUACU,501,C,Indiciado,1,M,22.0,Branca,DESEMPREGADO(A),1 Grau completo
5542,13,2014,280301,DEMACRO,DEL.SEC.DIADEMA,DISE- DEL.SEC.DIADEMA,DEMACRO,DEL.SEC.DIADEMA,04 D.P. DIADEMA,2014,1,27/01/2014,15:20,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.372.373.681,-4.661.841.507,DIADEMA,R GEORGES GEBRAIL,0,C,Condutor,2,M,33.0,Branca,INVESTIGADOR(A),Superior completo
5543,13,2014,280401,DEMACRO,DEL.SEC.CARAPICUIBA,DISE- DEL.SEC.CARAPICUIBA,DEMACRO,DEL.SEC.CARAPICUIBA,03 D.P. CARAPICUIBA,2014,5,15/05/2014,17:00,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.352.846.109,-4.682.866.081,CARAPICUIBA,RUA NITEROI,0,C,Curador,4,F,42.0,Preta,AUXILIAR DE COZINHA,2 Grau completo
5544,13,2014,280505,DEMACRO,DEL.SEC.CARAPICUIBA,SIG DEL.SEC.CARAPICUIBA,DEMACRO,DEL.SEC.CARAPICUIBA,02 D.P. CARAPICUIBA,2014,1,29/01/2014,17:45,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.354.963.472,-4.684.333.019,CARAPICUIBA,AV DESEMBARGADOR EDUARDO CUNHA DE ABREU,0,C,Indiciado,3,M,33.0,Parda,,1 Grau completo
5545,13,2015,20222,DECAP,DEL.SEC.7 ITAQUERA,22 D.P. SAO MIGUEL PTA,DECAP,DEL.SEC.7 ITAQUERA,22 D.P. SAO MIGUEL PTA,2014,1,31/01/2014,,C,Furto qualificado (art. 155 4o.),,ESTABELECIMENTO ENSINO,-2.347.780.887,-4.642.664.063,S.PAULO,RUA JURITI AZUL,103,C,Indiciado,2,M,,,,
5546,14,2014,10101,DECAP,DEL.SEC.1 CENTRO,01 D.P. SE,DECAP,DEL.SEC.1 CENTRO,05 D.P. ACLIMACAO,2014,1,01/01/2014,,C,Furto (art. 155),,TRANSEUNTE,-2.355.260.331,-4.663.784.448,S.PAULO,AV BRIGADEIRO LUIS ANTONIO,0,C,Vitima,1,M,27.0,Outros,AJUDANTE,2 Grau completo
5547,31,2014,30441,DEMACRO,DEL.SEC.CARAPICUIBA,01 D.P. BARUERI,DEMACRO,DEL.SEC.CARAPICUIBA,01 D.P. BARUERI,2014,1,01/01/2014,03:00,C,Furto (art. 155),,RESIDENCIA,,,BARUERI,,,C,Vitima,1,M,57.0,Branca,CONTADOR(A),Superior incompleto
5548,31,2014,30614,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. TABOAO DA SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. TABOAO DA SERRA,2014,1,02/01/2014,09:05,C,Lesao corporal culposa na direcao de veiculo automotor (Art. 303),,,-2.361.744.616,-4.679.069.627,TABOAO DA SERRA,EST BENEDITO CESARIO DE OLIVEIRA,92,C,Testemunha,4,M,29.0,,GUARDA MUNICIPAL,2 Grau completo
5549,31,2014,210105,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,05 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,04 D.P. CONSOLACAO,2014,2,21/02/2014,22:00,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,R PEIXOTO GOMIDE,32,C,Curador,5,F,37.0,,,2 Grau completo
5550,31,2014,280101,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DEL.DEF.MUL. S. BERNARDO CPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,06 D.P. S.BERNARDO DO CAMPO,2014,1,06/01/2014,,C,Lesao corporal (art 129_9),,,-2.373.466.849,-4.653.915.341,S.BERNARDO DO CAMPO,AV DR JOSE FORNARI,1650,C,Autor,3,M,34.0,Parda,PEDREIRO,1 Grau incompleto
5551,31,2014,280500,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.SEC.FRANCO DA ROCHA,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCISCO MORATO,2014,6,,,C,Furto (art. 155),,OUTROS,-232.867.413,-4.675.329.164,FRANCISCO MORATO,RUA FRANCISCO MOTA,139,C,Averiguado,2,M,,,,
5552,31,2014,280500,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.SEC.FRANCO DA ROCHA,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCISCO MORATO,2014,6,,,C,Furto (art. 155),,OUTROS,-232.867.413,-4.675.329.164,FRANCISCO MORATO,RUA FRANCISCO MOTA,139,C,Averiguado,3,M,,,,
5553,31,2015,140211,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-2 DELEGACIA DA DISCCPAT,DECAP,DEL.SEC.4 NORTE,28 D.P. FREGUESIA DO O,2014,4,01/04/2014,13:00,C,Roubo (art. 157),,VEICULO,-2.348.152.658,-4.667.851.055,S.PAULO,SEM TIPO FERRAZ DE VASCONCELOS,137,C,Condutor,2,M,44.0,,POLICIAL CIVIL,Superior completo
5554,32,2014,10008,DIRD - DEPTO IDENT.REG.DIV,DIV.POL.PORTO/AERO/PROT.TURIS-DECADE,01 D.P. ATEND.TURISTA-DEATUR,DECAP,DEL.SEC.1 CENTRO,01 D.P. SE,2014,1,15/01/2014,15:30,C,Roubo (art. 157),,TRANSEUNTE,-2.354.483.223,-4.662.633.888,S.PAULO,AV MERCURIO,0,C,Indiciado,1,M,,Branca,,
5555,32,2014,10008,DIRD - DEPTO IDENT.REG.DIV,DIV.POL.PORTO/AERO/PROT.TURIS-DECADE,01 D.P. ATEND.TURISTA-DEATUR,DECAP,DEL.SEC.1 CENTRO,01 D.P. SE,2014,1,15/01/2014,15:30,C,Roubo (art. 157),,TRANSEUNTE,-2.354.483.223,-4.662.633.888,S.PAULO,AV MERCURIO,0,C,Indiciado,2,M,,Parda,,
5556,32,2014,10101,DECAP,DEL.SEC.1 CENTRO,01 D.P. SE,DECAP,DEL.SEC.1 CENTRO,12 D.P. PARI,2014,1,01/01/2014,21:30,C,Roubo (art. 157),,OUTROS,-235.462.892,-4.662.265.372,S.PAULO,AV RANGEL PESTANA,1200,C,Indiciado,3,M,,Branca,,
5557,32,2014,10101,DECAP,DEL.SEC.1 CENTRO,01 D.P. SE,DECAP,DEL.SEC.1 CENTRO,12 D.P. PARI,2014,1,01/01/2014,21:30,C,Roubo (art. 157),,OUTROS,-235.462.892,-4.662.265.372,S.PAULO,AV RANGEL PESTANA,1200,C,Vitima,1,F,48.0,Branca,PROTETICO(A),Superior incompleto
5558,32,2014,10226,DECAP,DEL.SEC.2 SUL,26 D.P. SACOMA,DECAP,DEL.SEC.2 SUL,95 D.P. HELIOPOLIS,2014,1,01/01/2014,21:00,C,Roubo (art. 157),caput. Subtrair coisa movel alheia mediante grave ameaca ou violencia a pessoa,VEICULO,-2.361.105.331,-4.660.256.919,S.PAULO,R ELBA,419,C,Indiciado,3,M,,,,
5559,32,2014,10341,DECAP,DEL.SEC.1 CENTRO,77 D.P. SANTA CECILIA,DECAP,DEL.SEC.1 CENTRO,77 D.P. SANTA CECILIA,2014,1,01/01/2014,,C,Furto (art. 155),,RESIDENCIA,,,S.PAULO,,,C,Indiciado,2,I,,,,
5560,32,2014,10247,DECAP,DEL.SEC.6 SANTO AMARO,47 D.P. CAPAO REDONDO,DECAP,DEL.SEC.6 SANTO AMARO,47 D.P. CAPAO REDONDO,2014,1,01/01/2014,20:00,C,Roubo (art. 157),,TRANSEUNTE,-2.367.763.686,-467.671.197,S.PAULO,AV WILHELM FRIEDRICH LADWIG,374,C,Autor,2,M,,Parda,,
5561,32,2014,10311,DECAP,DEL.SEC.5 LESTE,58 D.P. VILA FORMOSA,DECAP,DEL.SEC.5 LESTE,58 D.P. VILA FORMOSA,2014,1,05/01/2014,06:00,C,Roubo (art. 157),,TRANSEUNTE,-2.356.797.283,-465.343.896,S.PAULO,AV PROF CARINI,172,C,Autor,2,M,,Parda,,
5562,32,2014,10311,DECAP,DEL.SEC.5 LESTE,58 D.P. VILA FORMOSA,DECAP,DEL.SEC.5 LESTE,58 D.P. VILA FORMOSA,2014,1,05/01/2014,06:00,C,Roubo (art. 157),,TRANSEUNTE,-2.356.797.283,-465.343.896,S.PAULO,AV PROF CARINI,172,C,Autor,3,M,,Parda,,
5563,32,2014,10341,DECAP,DEL.SEC.1 CENTRO,77 D.P. SANTA CECILIA,DECAP,DEL.SEC.1 CENTRO,77 D.P. SANTA CECILIA,2014,1,01/01/2014,,C,Furto (art. 155),,RESIDENCIA,,,S.PAULO,,,C,Vitima,1,M,58.0,Branca,MANOBRISTA,1 Grau completo
5564,32,2014,10365,DECAP,DEL.SEC.4 NORTE,90 D.P. PQ. NOVO MUNDO,DECAP,DEL.SEC.4 NORTE,90 D.P. PQ. NOVO MUNDO,2014,1,01/01/2014,14:30,C,Lesao corporal (art. 129),,,-2.352.125.284,-4.657.571.647,S.PAULO,R ARENAPOLIS,1,C,Autor,1,M,28.0,Preta,DESEMBARGADOR,
5565,32,2014,10365,DECAP,DEL.SEC.4 NORTE,90 D.P. PQ. NOVO MUNDO,DECAP,DEL.SEC.4 NORTE,90 D.P. PQ. NOVO MUNDO,2014,1,01/01/2014,14:30,C,Lesao corporal (art. 129),,,-2.352.125.284,-4.657.571.647,S.PAULO,R ARENAPOLIS,1,C,Vitima,2,F,32.0,Branca,SERVENTE,1 Grau completo
5566,32,2014,20100,DECAP,DEL.SEC.4 NORTE,DEL.SEC.4 NORTE,DECAP,DEL.SEC.4 NORTE,40 D.P. VILA STA MARIA,2014,3,10/03/2014,13:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,R SAMPAIO CORREIA,0,C,Testemunha,2,M,28.0,Branca,POLICIAL CIVIL,Superior completo
5567,32,2014,20218,DECAP,DEL.SEC.5 LESTE,18 D.P. ALTO DA MOOCA,DECAP,DEL.SEC.5 LESTE,18 D.P. ALTO DA MOOCA,2014,1,07/01/2014,14:00,C,Roubo (art. 157),,ESTABELECIMENTO COMERCIAL,-2.356.551.615,-4.659.798.844,S.PAULO,R JUMANA,187,C,Indiciado,1,M,,Parda,,
5568,32,2014,20250,DECAP,DEL.SEC.7 ITAQUERA,50 D.P. ITAIM PAULISTA,DECAP,DEL.SEC.7 ITAQUERA,50 D.P. ITAIM PAULISTA,2014,1,01/01/2014,10:35,C,Roubo (art. 157),,VEICULO,-2.350.167.016,-4.637.303.468,S.PAULO,R ESTUDANTES DA CHINA,418,C,Testemunha,5,M,31.0,,POLICIAL MILITAR,2 Grau completo
5569,32,2014,30111,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,03 D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,04 D.P. S.BERNARDO DO CAMPO,2014,1,02/01/2014,04:00,C,Lesao corporal culposa na direcao de veiculo automotor (Art. 303),,,-2.384.411.321,-4.660.528.978,S.BERNARDO DO CAMPO,EST DO RIO ACIMA,17000,C,Declarante,3,F,33.0,,EMPRESARIO(A),2 Grau completo
5570,32,2014,30135,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,07 D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,07 D.P. S.BERNARDO DO CAMPO,2014,1,03/01/2014,17:30,C,Roubo (art. 157),,TRANSEUNTE,-2.366.355.558,-4.660.514.622,S.BERNARDO DO CAMPO,R BULGARIA,0,C,Autor,1,M,21.0,Parda,,
5571,32,2014,30206,DEMACRO,DEL.SEC.GUARULHOS,01 D.P. GUARULHOS,DECAP,DEL.SEC.4 NORTE,09 D.P. - CARANDIRU,2014,1,02/01/2014,09:45,C,Roubo (art. 157),,TRANSEUNTE,-2.352.137.476,-4.661.086.308,S.PAULO,AC AV MORVAN DIAS DE FIGUEIREDO,0,C,Vitima,1,F,20.0,Branca,TELEFONISTA,Superior completo
5572,32,2014,30212,DEMACRO,DEL.SEC.GUARULHOS,04 D.P. GUARULHOS,DECAP,DEL.SEC.4 NORTE,39 D.P. VILA GUSTAVO,2014,1,02/01/2014,13:00,C,Lesao corporal (art 129_9),,,-236.743.815,-4.662.418.378,S.PAULO,TV GIL BORGES,4,C,Vitima,2,F,19.0,Parda,AUXILIAR ADMINISTRATIVO,
5573,27,2014,10109,DECAP,DEL.SEC.1 CENTRO,01 DEL.DEF.MUL. CENTRO,DECAP,DEL.SEC.1 CENTRO,08 D.P. BRAS,2014,1,09/01/2014,09:47,C,Lesao corporal (art 129_9),,,-2.355.846.305,-4.661.351.781,S.PAULO,R CEL JOAO DENTE,412,C,Indiciado,4,M,23.0,Preta,AJUDANTE GERAL,2 Grau incompleto
5574,27,2014,10109,DECAP,DEL.SEC.1 CENTRO,01 DEL.DEF.MUL. CENTRO,DECAP,DEL.SEC.1 CENTRO,08 D.P. BRAS,2014,1,09/01/2014,09:47,C,Lesao corporal (art 129_9),,,-2.355.846.305,-4.661.351.781,S.PAULO,R CEL JOAO DENTE,412,C,Testemunha,2,M,37.0,Parda,POLICIAL MILITAR,2 Grau completo
5575,27,2014,10109,DECAP,DEL.SEC.1 CENTRO,01 DEL.DEF.MUL. CENTRO,DECAP,DEL.SEC.1 CENTRO,08 D.P. BRAS,2014,1,09/01/2014,09:47,C,Lesao corporal (art 129_9),,,-2.355.846.305,-4.661.351.781,S.PAULO,R CEL JOAO DENTE,412,C,Vitima,3,F,28.0,Preta,MANICURE,1 Grau incompleto
5576,27,2014,10229,DECAP,DEL.SEC.5 LESTE,29 D.P. VILA PRUDENTE,DECAP,DEL.SEC.5 LESTE,58 D.P. VILA FORMOSA,2014,1,06/01/2014,13:00,C,Furto qualificado (art. 155 4o.),,RESIDENCIA,,,S.PAULO,,,C,Vitima,1,M,79.0,Preta,APOSENTADO(A),Superior completo
5577,27,2014,10310,DECAP,DEL.SEC.5 LESTE,56 D.P. VILA ALPINA,DECAP,DEL.SEC.5 LESTE,56 D.P. VILA ALPINA,2014,1,02/01/2014,14:53,C,Lesao corporal culposa na direcao de veiculo automotor (Art. 303),,,-2.359.202.024,-4.657.982.779,S.PAULO,R IBITIRAMA,1400,C,Vitima,4,F,54.0,Branca,APOSENTADO(A),2 Grau completo
5578,27,2014,10331,DECAP,DEL.SEC.7 ITAQUERA,68 D.P. LAGEADO,DECAP,DEL.SEC.7 ITAQUERA,68 D.P. LAGEADO,2014,1,03/01/2014,07:00,C,Roubo (art. 157),,TRANSEUNTE,-2.352.628.103,-4.640.021.323,S.PAULO,R ORMINDA PINTO,25,C,Vitima,6,F,17.0,Branca,VENDEDOR(A),2 Grau incompleto
5579,27,2014,10339,DECAP,DEL.SEC.3 OESTE,75 D.P. JARDIM ARPOADOR,DECAP,DEL.SEC.3 OESTE,75 D.P. JARDIM ARPOADOR,2014,1,02/01/2014,22:30,C,Roubo (art. 157),,ESTABELECIMENTO COMERCIAL,-2.359.508.927,-4.676.543.193,S.PAULO,R JOAO ANGOLA DO AMARAL,33,C,Vitima,1,M,64.0,Branca,CARPINTEIRO(A),Analfabeto
5580,27,2014,20100,DECAP,DEL.SEC.4 NORTE,DEL.SEC.4 NORTE,DECAP,DEL.SEC.3 OESTE,46 D.P. PERUS,2014,2,25/02/2014,16:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,R ODUVALDO VIANA,0,C,Condutor,1,M,54.0,Branca,POLICIAL CIVIL,Superior completo
5581,27,2014,20100,DECAP,DEL.SEC.4 NORTE,DEL.SEC.4 NORTE,DECAP,DEL.SEC.3 OESTE,46 D.P. PERUS,2014,2,25/02/2014,16:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,R ODUVALDO VIANA,0,C,Indiciado,5,F,29.0,Branca,AJUDANTE,2 Grau completo
5582,27,2014,20241,DECAP,DEL.SEC.8 SAO MATEUS,41 D.P. VILA RICA,DECAP,DEL.SEC.8 SAO MATEUS,41 D.P. VILA RICA,2014,1,02/01/2014,14:30,C,Roubo (art. 157),,VEICULO,-2.359.296.968,-4.652.437.537,S.PAULO,R CRISTOVAO JAQUES,234,C,Vitima,1,F,59.0,Branca,FONOAUDIOLOGO(A),Superior completo
5583,27,2014,20250,DECAP,DEL.SEC.7 ITAQUERA,50 D.P. ITAIM PAULISTA,DECAP,DEL.SEC.7 ITAQUERA,50 D.P. ITAIM PAULISTA,2014,1,01/01/2014,02:00,C,Roubo (art. 157),,TRANSEUNTE,-2.351.843.352,-4.638.696.836,S.PAULO,R MANOEL RODRIGUES SANTIAGO,100,C,Autor,3,M,,Parda,,
5584,27,2014,30103,DEMACRO,DEL.SEC.SANTO ANDRE,02 D.P. SANTO ANDRE,DEMACRO,DEL.SEC.SANTO ANDRE,05 D.P. SANTO ANDRE,2014,1,01/01/2014,14:30,C,Roubo (art. 157),,TRANSEUNTE,-2.363.892.505,-4.648.802.215,S.ANDRE,R PATAGONIA,1179,C,Autor,5,M,,,,
