NUM_BO,ANO_BO,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,DELEGACIA,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,ANO,MES,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,FLAG_STATUS,RUBRICA,DESDOBRAMENTO,CONDUTA,LATITUDE,LONGITUDE,CIDADE,LOGRADOURO,NUMERO_LOGRADOURO,FLAG_STATUS,DESCR_TIPO_PESSOA,CONT_PESSOA,SEXO_PESSOA,IDADE_PESSOA,COR,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
8,2014,10112,DECAP,DEL.SEC.1 CENTRO,12 D.P. PARI,DECAP,DEL.SEC.1 CENTRO,12 D.P. PARI,2014,1,01/01/2014,22:00,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.54248221,-46.61707142,S.PAULO,R BARAO DE LADARIO,25,C,Vitima,1,F,57,Parda,COMERCIANTE,1 Grau incompleto
8,2014,10216,DECAP,DEL.SEC.2 SUL,16 D.P. VILA CLEMENTINO,DECAP,DEL.SEC.2 SUL,35 D.P. JABAQUARA,2014,1,01/01/2014,07:45,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.63335526,-46.6465901,S.PAULO,R ALBERTO LEAL,150,C,Autor,4,M,NULL,Parda,NULL,NULL
8,2014,10326,DECAP,DEL.SEC.7 ITAQUERA,63 D.P. VILA JACUI,DECAP,DEL.SEC.7 ITAQUERA,22 D.P. SAO MIGUEL PTA,2014,1,01/01/2014,00:43,C,Roubo (art. 157),caput. Subtrair coisa movel alheia mediante grave ameaca ou violencia a pessoa,VEICULO,-23.48678046,-46.4240922,S.PAULO,R CARMO DE MINAS,25,C,Indiciado,6,M,NULL,Parda,NULL,NULL
8,2014,10330,DECAP,DEL.SEC.2 SUL,27 D.P. IBIRAPUERA,DECAP,DEL.SEC.2 SUL,27 D.P. IBIRAPUERA,2014,1,01/01/2014,06:20,C,Furto qualificado (art. 155 4o.),4o. Se o crime_cometido:,ESTABELECIMENTO-OUTROS,-23.61601712,-46.67603614,S.PAULO,R DR JESUINO MACIEL,345,C,Autor,2,M,NULL,Parda,NULL,NULL
8,2014,10357,DECAP,DEL.SEC.3 OESTE,91 D.P. CEASA,DECAP,DEL.SEC.3 OESTE,91 D.P. CEASA,2014,1,01/01/2014,11:05,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.53790978,-46.73272795,S.PAULO,R PROF ARIOVALDO SILVA,0,C,Indiciado,3,M,39,Branca,AUXILIAR DE ALMOXARIFADO,2 Grau completo 
8,2014,10610,DECAP,DEL.SEC.2 SUL,ASSESSORIA POL. CIVIL / ALESP,DECAP,DEL.SEC.2 SUL,36 D.P. VILA MARIANA,2014,1,09/01/2014,14:30,C,Furto qualificado (art. 155 4o.),NULL,INTERIOR DE VEICULO,-23.5802625,-46.66006929,S.PAULO,AV PEDRO ALVARES CABRAL,201,C,Vitima,1,M,22,Branca,ENFERMEIRO(A),Superior completo
8,2014,20138,DECAP,DEL.SEC.4 NORTE,38 D.P. VILA AMALIA,DECAP,DEL.SEC.4 NORTE,38 D.P. VILA AMALIA,2014,1,01/01/2014,04:00,C,Lesao corporal (art 129_9),NULL,NULL,-23.46673578,-46.66701204,S.PAULO,R AFONSO LOPES VIEIRA,146,C,Autor,2,M,NULL,Parda,CORTADOR,NULL
8,2014,20221,DECAP,DEL.SEC.5 LESTE,21 D.P. VILA MATILDE,DECAP,DEL.SEC.7 ITAQUERA,24 D.P. PONTE RASA,2014,1,01/01/2014,09:20,C,Furto (art. 155),NULL,TRANSEUNTE,-23.5080535,-46.5356079,S.PAULO,AV CANGAIBA,2000,C,Autor,2,M,NULL,Parda,NULL,NULL
8,2014,30113,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01 D.P. S.CAETANO DO SUL,DECAP,DEL.SEC.6 SANTO AMARO,43 D.P. CIDADE ADEMAR,2014,1,05/01/2014,17:00,C,Furto (art. 155),NULL,TRANSEUNTE,-23.65738453,-46.66766676,S.PAULO,AV CUPECE,1500,C,Vitima,1,M,70,Branca,FUNCION.PUBLICO ESTADUAL,1 Grau completo 
8,2014,30207,DEMACRO,DEL.SEC.GUARULHOS,02 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,02 D.P. GUARULHOS,2014,1,01/01/2014,NULL,C,Furto qualificado (art. 155 4o.),NULL,RESIDENCIA,Informacao restrita (art. 31 da LAI),Informacao restrita (art. 31 da LAI),GUARULHOS,Informacao restrita (art. 31 da LAI),Informacao restrita (art. 31 da LAI),C,Vitima,1,M,57,Branca,DENTISTA,Superior completo
8,2014,30210,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.MAIRIPORA,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.MAIRIPORA,2014,1,02/01/2014,11:35,C,Furto (art. 155),NULL,OUTROS,-23.64900729,-46.32963651,MAIRIPORA,R DOS TUCANOS,18,C,Vitima,2,F,32,Branca,INSPETOR(A),2 Grau completo 
36,2014,30405,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.EMBU-GUACU,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.EMBU-GUACU,2014,1,04/01/2014,14:30,C,Lesao corporal (art. 129),NULL,NULL,-23.81686447,-46.83064923,EMBU-GUACU,RUA MARIA JOSE,58,C,Adolescente infrator,6,M,17,Parda,ESTUDANTE,1 Grau completo 
36,2014,30405,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.EMBU-GUACU,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.EMBU-GUACU,2014,1,04/01/2014,14:30,C,Lesao corporal (art. 129),NULL,NULL,-23.81686447,-46.83064923,EMBU-GUACU,RUA MARIA JOSE,58,C,Testemunha,8,F,41,NULL,EMPREGADO DOMESTICO,1 Grau incompleto
36,2014,30408,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.JANDIRA,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.JANDIRA,2014,1,05/01/2014,10:00,C,Lesao corporal (art 129_9),NULL,NULL,-23.53499528,-46.90402396,JANDIRA,R FERNANDO PESSOA,77,C,Autor,2,F,30,Branca,DO LAR,Superior completo
36,2014,30422,DEMACRO,DEL.SEC.OSASCO,DEL.DEF.MUL. OSASCO,DEMACRO,DEL.SEC.OSASCO,02 D.P. OSASCO,2014,1,04/01/2014,11:00,C,Lesao corporal (art. 129),NULL,NULL,-23.58008982,-46.79821962,OSASCO,R JOSE MARTINS DE SOUZA,42,C,Autor,2,M,50,Parda,NULL,NULL
36,2014,30500,DEMACRO,DEL.SEC.MOGI DAS CRUZES,01 D.P. ITAQUAQUECETUBA,DEMACRO,DEL.SEC.MOGI DAS CRUZES,01 D.P. ITAQUAQUECETUBA,2014,1,08/01/2014,04:50,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.44951191,-46.37696382,ITAQUAQUECETUBA,EST SAO CAETANO DO SUL,0,C,Autor,2,M,35,Parda,NULL,NULL
36,2014,30609,DEMACRO,DEL.SEC.CARAPICUIBA,02 D.P. BARUERI,DEMACRO,DEL.SEC.CARAPICUIBA,01 D.P. BARUERI,2014,1,05/01/2014,NULL,C,Furto (art. 155),NULL,INTERIOR DE VEICULO,-23.50720125,-46.89567139,BARUERI,R PORTELA,227,C,Vitima,1,M,32,Parda,ANALISTA DE SISTEMAS,2 Grau completo 
36,2014,60214,DEINTER 4 - BAURU,DEL.SEC.JAU,DEL.POL.MINEIROS DO TIETE,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. TABOAO DA SERRA,2014,1,16/01/2014,13:30,C,Roubo (art. 157),NULL,INTERIOR DE VEICULO,-23.61298322,-46.76922077,TABOAO DA SERRA,RODOANEL KM 35 AC. ROD. REGIS BITENCOURT,NULL,C,Autor,2,M,NULL,Parda,NULL,NULL
36,2014,70401,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR,2014,1,05/01/2014,05:30,C,Homicidio culposo na direcao de veiculo automotor (Art. 302),NULL,NULL,-23.29211965,-46.84499646,CAJAMAR,RODOVIA DOS BANDEIRANTES,99999,C,Autor/Vitima,2,M,45,Branca,EMPRESARIO(A),2 Grau completo 
36,2014,70401,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR,2014,1,05/01/2014,05:30,C,Lesao corporal culposa na direcao de veiculo automotor (Art. 303),NULL,NULL,-23.29211965,-46.84499646,CAJAMAR,RODOVIA DOS BANDEIRANTES,99999,C,Vitima,5,M,22,Branca,ANALISTA,2 Grau completo 
36,2014,130305,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.SALESOPOLIS,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.SALESOPOLIS,2014,1,18/01/2014,21:30,C,Lesao corporal (art. 129),NULL,NULL,-23.69605167,-46.28818514,SALESOPOLIS,RUA SEBASTIAO NEPOMUCENO DA SILVA,131,C,Vitima,3,F,23,Outros,NULL,1 Grau completo 
36,2014,140209,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-1 DELEGACIA DA DISCCPAT,DEMACRO,DEL.SEC.SANTO ANDRE,01 D.P. MAUA,2014,4,08/04/2014,13:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,-23.65963916,-46.4605787,MAUA,RUA ANTONIETA DEL'ANTONIA,494,C,Testemunha,4,F,23,Parda,DO LAR,1 Grau completo 
36,2014,140211,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-2 DELEGACIA DA DISCCPAT,DEMACRO,DEL.SEC.DIADEMA,02 D.P. DIADEMA,2014,5,21/05/2014,13:00,C,Roubo (art. 157),NULL,VEICULO,-23.6814663,-46.58884277,DIADEMA,AVENIDA CHICO MENDES,0,C,Indiciado,5,M,NULL,Branca,NULL,NULL
24,2014,30208,DEMACRO,DEL.SEC.GUARULHOS,03 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,02 D.P. GUARULHOS,2014,1,05/01/2014,21:35,C,Furto (art. 155),NULL,TRANSEUNTE,-23.46535684,-46.53034814,GUARULHOS,AV SALGADO FILHO,0,C,Vitima,1,F,19,Parda,OPERADOR(A) TELEMARKETING,2 Grau completo 
24,2014,30217,DEMACRO,DEL.SEC.GUARULHOS,07 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,07 D.P. GUARULHOS,2014,1,01/01/2014,23:30,C,Estupro (art.213),NULL,NULL,-23.35486891,-46.41046218,GUARULHOS,EST ARY JORGE ZEITUNE,0,C,Indiciado,3,M,NULL,Parda,NULL,NULL
24,2014,30222,DEMACRO,DEL.SEC.GUARULHOS,DISE- DEL.SEC.GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,04 D.P. GUARULHOS,2014,2,06/02/2014,14:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,-23.49702504,-46.29231205,GUARULHOS,R TREZE,0,C,Adolescente infrator,4,M,17,Preta,DESEMPREGADO,1 Grau completo 
24,2014,30222,DEMACRO,DEL.SEC.GUARULHOS,DISE- DEL.SEC.GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,04 D.P. GUARULHOS,2014,2,06/02/2014,14:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,-23.49702504,-46.29231205,GUARULHOS,R TREZE,0,C,Indiciado,3,M,22,Parda,DESEMPREGADO,1 Grau completo 
24,2014,30428,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.DEF.MUL. CARAPICUIBA,DEMACRO,DEL.SEC.CARAPICUIBA,03 D.P. CARAPICUIBA,2014,1,05/01/2014,NULL,C,Lesao corporal (art. 129),NULL,NULL,-23.53850282,-46.8240015,CARAPICUIBA,AV PRES TANCREDO DE ALMEIDA NEVES,1006,C,Autor,2,M,34,Parda,MOTORISTA,2 Grau completo 
24,2014,30432,DEMACRO,DEL.SEC.CARAPICUIBA,02 D.P. CARAPICUIBA,DEMACRO,DEL.SEC.CARAPICUIBA,02 D.P. CARAPICUIBA,2014,1,07/01/2014,13:40,C,Furto (art. 155),NULL,INTERIOR ESTABELECIMENTO,-23.5230012,-46.85433824,CARAPICUIBA,RUA NILO FORNAZARO,225,C,Indiciado,3,M,22,Branca,NULL,NULL
24,2014,30440,DEMACRO,DEL.SEC.OSASCO,10 D.P. OSASCO,DEMACRO,DEL.SEC.OSASCO,07 D.P. OSASCO,2014,1,01/01/2014,19:09,C,Lesao corporal (art. 129),NULL,NULL,-23.4831522,-46.7891206,OSASCO,R SERRA DOS ITATINS,967,C,Condutor,1,M,30,NULL,POLICIAL MILITAR,2 Grau completo 
24,2014,70401,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR,DEMACRO,DEL.SEC.FRANCO DA ROCHA,01 D.P. CAJAMAR,2014,1,04/01/2014,00:50,C,A.I.-Roubo (art. 157),NULL,NULL,-23.39677523,-46.65369675,CAJAMAR,AV TENENTE MARQUES,5500,C,Vitima,6,M,19,Branca,CAIXA,2 Grau completo 
24,2014,70401,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR,DEMACRO,DEL.SEC.FRANCO DA ROCHA,01 D.P. CAJAMAR,2014,1,04/01/2014,00:50,C,Roubo (art. 157),caput. Subtrair coisa movel alheia mediante grave ameaca ou violencia a pessoa,ESTABELECIMENTO COMERCIAL,-23.39677523,-46.65369675,CAJAMAR,AV TENENTE MARQUES,5500,C,Condutor,8,F,49,NULL,POLICIAL MILITAR,2 Grau completo 
24,2014,70401,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR,DEMACRO,DEL.SEC.FRANCO DA ROCHA,01 D.P. CAJAMAR,2014,1,04/01/2014,00:50,C,Roubo (art. 157),caput. Subtrair coisa movel alheia mediante grave ameaca ou violencia a pessoa,ESTABELECIMENTO COMERCIAL,-23.39677523,-46.65369675,CAJAMAR,AV TENENTE MARQUES,5500,C,Indiciado,1,M,31,Parda,OPERADOR DE MAQUINA,2 Grau incompleto
24,2014,70401,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR,DEMACRO,DEL.SEC.FRANCO DA ROCHA,01 D.P. CAJAMAR,2014,1,04/01/2014,00:50,C,Roubo (art. 157),caput. Subtrair coisa movel alheia mediante grave ameaca ou violencia a pessoa,ESTABELECIMENTO COMERCIAL,-23.39677523,-46.65369675,CAJAMAR,AV TENENTE MARQUES,5500,C,Indiciado,2,F,20,Parda,DESEMPREGADO,2 Grau incompleto
24,2014,70401,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR,DEMACRO,DEL.SEC.FRANCO DA ROCHA,01 D.P. CAJAMAR,2014,1,04/01/2014,00:50,C,Roubo (art. 157),caput. Subtrair coisa movel alheia mediante grave ameaca ou violencia a pessoa,ESTABELECIMENTO COMERCIAL,-23.39677523,-46.65369675,CAJAMAR,AV TENENTE MARQUES,5500,C,Indiciado,3,M,26,Branca,ASSISTENTE TECNICO,1 Grau completo 
24,2014,70401,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR,DEMACRO,DEL.SEC.FRANCO DA ROCHA,01 D.P. CAJAMAR,2014,1,04/01/2014,00:50,C,Roubo (art. 157),caput. Subtrair coisa movel alheia mediante grave ameaca ou violencia a pessoa,ESTABELECIMENTO COMERCIAL,-23.39677523,-46.65369675,CAJAMAR,AV TENENTE MARQUES,5500,C,Vitima,6,M,19,Branca,CAIXA,2 Grau completo 
24,2014,140208,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-3 DELEGACIA DA DISCCPAT,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.FERRAZ DE VASCONCELOS,2014,2,07/02/2014,13:30,C,Furto (art. 155),NULL,OUTROS,NULL,NULL,FERRAZ DE VASCONCELOS, RUA LUCIANO POLETTI,8,C,Testemunha,2,M,37,NULL,INVESTIGADOR(A),Superior completo
24,2014,140215,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-6 DEL.P.I.F.C.L.DINHEIRO,DECAP,DEL.SEC.7 ITAQUERA,67 D.P. JARDIM ROBRU,2014,3,14/03/2014,16:45,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,NULL,NULL,S.PAULO,R CARLOS GILBERTO CAMPAGLIA,431,C,Indiciado,3,M,33,Branca,SERVENTE,1 Grau completo 
24,2014,200100,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP DIV. HOMICIDIOS,DECAP,DEL.SEC.7 ITAQUERA,50 D.P. ITAIM PAULISTA,2014,1,06/01/2014,23:00,C,Homicidio simples (art. 121),Morte decorrente de intervencao policial (RES. SSP 05 - 07/01/2013),NULL,NULL,NULL,S.PAULO,RUA ORVALHEIRAS,95,C,Autor/Vitima,3,M,30,Branca,POLICIAL MILITAR,2 Grau completo 
24,2014,200100,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP DIV. HOMICIDIOS,DECAP,DEL.SEC.7 ITAQUERA,50 D.P. ITAIM PAULISTA,2014,1,06/01/2014,23:00,C,Homicidio simples (art. 121),Morte decorrente de intervencao policial (RES. SSP 05 - 07/01/2013),NULL,NULL,NULL,S.PAULO,RUA ORVALHEIRAS,95,C,Indiciado,7,M,18,Parda,NULL,1 Grau completo 
24,2014,200100,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP DIV. HOMICIDIOS,DECAP,DEL.SEC.7 ITAQUERA,50 D.P. ITAIM PAULISTA,2014,1,06/01/2014,23:00,C,Homicidio simples (art. 121),Morte decorrente de intervencao policial (RES. SSP 05 - 07/01/2013),NULL,NULL,NULL,S.PAULO,RUA ORVALHEIRAS,95,C,Indiciado,8,M,22,Branca,NULL,1 Grau completo 
24,2014,200100,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP DIV. HOMICIDIOS,DECAP,DEL.SEC.7 ITAQUERA,50 D.P. ITAIM PAULISTA,2014,1,06/01/2014,23:00,C,Roubo (art. 157),NULL,RESIDENCIA,Informacao restrita (art. 31 da LAI),Informacao restrita (art. 31 da LAI),S.PAULO,Informacao restrita (art. 31 da LAI),Informacao restrita (art. 31 da LAI),C,Autor/Vitima,4,M,33,Branca,POLICIAL MILITAR,2 Grau completo 
24,2014,200111,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP 01 DEL. PROT. PESSOA,DECAP,DEL.SEC.3 OESTE,14 D.P. PINHEIROS,2014,4,08/04/2014,NULL,C,Furto (art. 155),NULL,OUTROS,-23.55750645,-46.66781153,S.PAULO,AVENIDA DOUTOR ENEAS CARVALHO DE AGUIAR,44,C,Vitima,1,I,45,Branca,DO LAR,Superior incompleto
24,2014,210105,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,05 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,01 D.P. SE,2014,2,13/02/2014,15:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,NULL,NULL,S.PAULO,R DR ITAPURA DE MIRANDA,58,C,Condutor,1,M,39,NULL,POLICIAL CIVIL,Superior completo
24,2014,210105,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,05 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,01 D.P. SE,2014,2,13/02/2014,15:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,NULL,NULL,S.PAULO,R DR ITAPURA DE MIRANDA,58,C,Testemunha,2,M,60,NULL,POLICIAL CIVIL,Superior completo
24,2014,280101,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DEL.DEF.MUL. S. BERNARDO CPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02 D.P. S.BERNARDO DO CAMPO,2014,1,04/01/2014,NULL,C,Lesao corporal (art. 129),NULL,NULL,-23.6708488,-46.56100618,S.BERNARDO DO CAMPO,R JOAO DA SILVA,643,C,Vitima,1,F,27,Parda,AUXILIAR DE GRAFICA,2 Grau completo 
24,2014,280501,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DISE- DEL.SEC.FRANCO DA ROCHA,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCO ROCHA,2014,1,22/01/2014,21:20,T,Homicidio simples (art. 121),NULL,NULL,-23.31478239,-46.73292026,FRANCO DA ROCHA,R SANTOS DUMONT,102,T,Indiciado,4,M,NULL,NULL,NULL,NULL
29,2014,280104,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DEL.PROTECAO IDOSO S.BERNARDO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,03 D.P. S.BERNARDO DO CAMPO,2014,2,05/02/2014,NULL,C,Lesao corporal (art. 129),NULL,NULL,-23.70412349,-46.57378637,S.BERNARDO DO CAMPO,R CLAUDIO MANUEL DA COSTA,55,C,Autor,2,F,37,Outros,NULL,2 Grau completo 
29,2014,280202,DEMACRO,DEL.SEC.SANTO ANDRE,DISE- DEL.SEC.SANTO ANDRE,DEMACRO,DEL.SEC.SANTO ANDRE,06 D.P. SANTO ANDRE,2014,2,27/02/2014,17:20,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,NULL,NULL,S.ANDRE,RUA DO CRUZEIRO,0,C,Adolescente infrator,1,M,17,Branca,DESEMPREGADO,1 Grau completo 
29,2014,500081,DECAP,DEL.SEC.8 SAO MATEUS,08 DEL.DEF.MUL. SAO MATEUS,DECAP,DEL.SEC.8 SAO MATEUS,49 D.P. SAO MATEUS,2014,1,05/01/2014,19:00,C,Lesao corporal (art 129_9),NULL,NULL,-23.61272361,-46.45352665,S.PAULO,RUA CASTRO ALVES,7,C,Vitima,1,F,45,Branca,DO LAR,1 Grau completo 
29,2015,30615,DEMACRO,DEL.SEC.FRANCO DA ROCHA,01 D.P. CAIEIRAS,DECAP,DEL.SEC.3 OESTE,33 D.P. PIRITUBA,2014,1,14/01/2014,06:00,C,Roubo (art. 157),NULL,VEICULO,-23.46683812,-46.75128393,S.PAULO,RUA COMENDADOR JOSE DE MATOS,0,C,Averiguado,3,M,27,Branca,NULL,NULL
30,2014,10217,DECAP,DEL.SEC.2 SUL,17 D.P. DOUTOR ALDO GALIANO,DECAP,DEL.SEC.2 SUL,17 D.P. DOUTOR ALDO GALIANO,2014,1,03/01/2014,13:30,C,Lesao corporal culposa na direcao de veiculo automotor (Art. 303),NULL,NULL,-23.58319395,-46.6008348,S.PAULO,R DO MANIFESTO,1022,C,Partes,5,F,25,NULL,GERENTE,2 Grau completo 
30,2014,10308,DECAP,DEL.SEC.5 LESTE,52 D.P. PARQUE S.JORGE,DECAP,DEL.SEC.5 LESTE,52 D.P. PARQUE S.JORGE,2014,1,03/01/2014,NULL,C,Furto qualificado (art. 155 4o.),NULL,ESTABELECIMENTO-OUTROS,-23.53611537,-46.5585911,S.PAULO,R ANTONIO DE BARROS,644,C,Representante,1,M,78,NULL,APOSENTADO(A),NULL
30,2014,10325,DECAP,DEL.SEC.7 ITAQUERA,62 D.P. ERMELINO MATARAZZO,DECAP,DEL.SEC.7 ITAQUERA,62 D.P. ERMELINO MATARAZZO,2014,1,03/01/2014,NULL,C,Furto (art. 155),NULL,VEICULO,-23.4874078,-46.48203703,S.PAULO,R LUIS PERASSA SOBRINHO,92,C,Vitima,1,M,63,Branca,MOTORISTA,1 Grau completo 
30,2014,10339,DECAP,DEL.SEC.3 OESTE,75 D.P. JARDIM ARPOADOR,DECAP,DEL.SEC.3 OESTE,75 D.P. JARDIM ARPOADOR,2014,1,02/01/2014,NULL,C,Furto (art. 155),NULL,RESIDENCIA,Informacao restrita (art. 31 da LAI),Informacao restrita (art. 31 da LAI),S.PAULO,Informacao restrita (art. 31 da LAI),Informacao restrita (art. 31 da LAI),C,Vitima,1,F,40,Parda,CONSULTOR,Superior completo
30,2014,10354,DECAP,DEL.SEC.8 SAO MATEUS,54 D.P. CID. TIRADENTES,DECAP,DEL.SEC.8 SAO MATEUS,54 D.P. CID. TIRADENTES,2014,1,02/01/2014,14:50,C,Roubo (art. 157),NULL,OUTROS,-23.59573348,-46.41288198,S.PAULO,R SEN NELSON CARNEIRO,550,C,Indiciado,3,M,NULL,Outros,NULL,NULL
30,2014,10375,DECAP,DEL.SEC.6 SANTO AMARO,102 D.P. SOCORRO,DECAP,DEL.SEC.6 SANTO AMARO,48 D.P. CIDADE DUTRA,2014,1,04/01/2014,14:40,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.71535084,-46.7028907,S.PAULO,R ARNALDO VILHENA,200,C,Autor,3,M,NULL,Preta,NULL,NULL
30,2014,10375,DECAP,DEL.SEC.6 SANTO AMARO,102 D.P. SOCORRO,DECAP,DEL.SEC.6 SANTO AMARO,48 D.P. CIDADE DUTRA,2014,1,04/01/2014,14:40,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.71535084,-46.7028907,S.PAULO,R ARNALDO VILHENA,200,C,Testemunha,2,M,44,Branca,NULL,NULL
30,2014,20138,DECAP,DEL.SEC.4 NORTE,38 D.P. VILA AMALIA,DECAP,DEL.SEC.4 NORTE,38 D.P. VILA AMALIA,2014,1,02/01/2014,15:30,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.56146127,-46.92875873,S.PAULO,R PEDRO BRASIL BANDECCHI,100,C,Vitima,1,M,48,Branca,AUTOR(A),Superior completo
28,2014,280103,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DEL.INV.M.AMB.S.BERNARDO CPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02 D.P. S.CAETANO DO SUL,2014,2,11/02/2014,NULL,C,Lesao corporal (art. 129),NULL,NULL,-23.63879641,-46.55176719,S.CAETANO DO SUL,R GAL HUMBERTO DE ALENCAR CASTELO BRANCO,618,C,Vitima,2,M,73,Branca,ENGENHEIRO QUIMICO,Superior completo
29,2014,10007,DIRD - DEPTO IDENT.REG.DIV,DIV.POL.PORTO/AERO/PROT.TURIS-DECADE,02 D.P. AEROP/TUR-CONGONHAS,DECAP,DEL.SEC.6 SANTO AMARO,101 D.P. JDIM IMBUIAS,2014,1,09/01/2014,NULL,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.73452602,-46.69323932,S.PAULO,R NAZARE PRADO,124,C,Autor,2,M,NULL,Parda,NULL,NULL
29,2014,10338,DECAP,DEL.SEC.3 OESTE,34 D.P. MORUMBI,DECAP,DEL.SEC.3 OESTE,34 D.P. MORUMBI,2014,1,03/01/2014,10:15,C,Lesao corporal culposa na direcao de veiculo automotor (Art. 303),NULL,NULL,-23.61752349,-46.70544082,S.PAULO,AV MORUMBI,6720,C,Partes,2,M,65,Branca,PEDREIRO,1 Grau completo 
29,2014,10356,DECAP,DEL.SEC.3 OESTE,89 D.P. JARDIM TABOAO,DECAP,DEL.SEC.3 OESTE,37 D.P. CAMPO LIMPO,2014,1,01/01/2014,20:30,C,Roubo (art. 157),NULL,VEICULO,-23.63901026,-46.75949636,S.PAULO,R LIRA CEARENSE,1091,C,Vitima,2,F,23,Preta,EMPRESARIO(A),2 Grau completo 
